VALOR;UNIDAD;VIGENCIADESDE;VIGENCIAHASTA
1,804.92;COP;18/05/12;18/05/12
1,814.46;COP;19/05/12;22/05/12
1,824.73;COP;23/05/12;23/05/12
1,845.17;COP;24/05/12;24/05/12
1,836.45;COP;25/05/12;25/05/12
1,840.69;COP;26/05/12;29/05/12
1,818.82;COP;30/05/12;30/05/12
1,827.83;COP;31/05/12;31/05/12
1,833.80;COP;1/06/12;1/06/12
1,834.71;COP;2/06/12;4/06/12
1,815.54;COP;5/06/12;5/06/12
1,798.85;COP;6/06/12;6/06/12
1,782.89;COP;7/06/12;7/06/12
1,766.91;COP;8/06/12;8/06/12
1,776.26;COP;9/06/12;12/06/12
1,776.47;COP;13/06/12;13/06/12
1,783.45;COP;14/06/12;14/06/12
1,787.63;COP;15/06/12;15/06/12
1,786.21;COP;16/06/12;19/06/12
1,773.18;COP;20/06/12;20/06/12
1,770.38;COP;21/06/12;21/06/12
1,775.99;COP;22/06/12;22/06/12
1,787.47;COP;23/06/12;25/06/12
1,803.37;COP;26/06/12;26/06/12
3,082.45;COP;22/03/19;22/03/19
3,376.99;COP;23/08/19;23/08/19
3,383.29;COP;1/11/19;1/11/19
4,128.38;COP;19/03/20;19/03/20
3,716.35;COP;2/06/20;2/06/20
3,874.44;COP;24/07/21;26/07/21
3,876.08;COP;20/08/21;20/08/21
3,812.76;COP;8/09/21;8/09/21
3,771.83;COP;8/04/22;8/04/22
3,989.84;COP;21/05/22;23/05/22
3,365.78;COP;3/08/19;5/08/19
3,430.28;COP;5/10/19;7/10/19
3,374.29;COP;14/12/19;16/12/19
3,967.76;COP;21/04/20;21/04/20
3,591.84;COP;1/12/20;1/12/20
3,620.40;COP;16/04/21;16/04/21
3,682.84;COP;15/05/21;18/05/21
3,731.31;COP;19/04/22;19/04/22
1,042.61;COP;8/03/96;8/03/96
1,042.42;COP;9/03/96;11/03/96
1,043.50;COP;12/03/96;12/03/96
1,044.07;COP;13/03/96;13/03/96
1,044.99;COP;14/03/96;14/03/96
1,045.44;COP;15/03/96;15/03/96
1,046.09;COP;16/03/96;18/03/96
1,046.76;COP;19/03/96;19/03/96
1,047.24;COP;20/03/96;20/03/96
1,047.65;COP;21/03/96;21/03/96
1,048.40;COP;22/03/96;22/03/96
1,048.00;COP;23/03/96;25/03/96
1,048.00;COP;26/03/96;26/03/96
1,049.08;COP;27/03/96;27/03/96
1,049.22;COP;28/03/96;28/03/96
1,048.42;COP;29/03/96;29/03/96
1,046.00;COP;30/03/96;1/04/96
1,042.20;COP;2/04/96;2/04/96
1,045.23;COP;3/04/96;3/04/96
1,046.92;COP;4/04/96;8/04/96
1,050.12;COP;9/04/96;9/04/96
1,047.35;COP;10/04/96;10/04/96
1,046.55;COP;11/04/96;11/04/96
1,047.48;COP;12/04/96;12/04/96
1,048.89;COP;13/04/96;15/04/96
1,050.73;COP;16/04/96;16/04/96
1,054.41;COP;17/04/96;17/04/96
1,054.03;COP;18/04/96;18/04/96
1,052.90;COP;19/04/96;19/04/96
1,053.59;COP;20/04/96;22/04/96
1,054.43;COP;23/04/96;23/04/96
1,055.31;COP;24/04/96;24/04/96
1,054.53;COP;25/04/96;25/04/96
1,054.29;COP;26/04/96;26/04/96
1,054.80;COP;27/04/96;29/04/96
1,058.90;COP;30/04/96;30/04/96
1,061.55;COP;1/05/96;2/05/96
1,062.56;COP;3/05/96;3/05/96
1,062.40;COP;4/05/96;6/05/96
1,063.41;COP;7/05/96;7/05/96
1,063.53;COP;8/05/96;8/05/96
1,061.63;COP;9/05/96;9/05/96
1,061.10;COP;10/05/96;10/05/96
873.06;COP;7/06/95;7/06/95
871.02;COP;8/06/95;8/06/95
871.93;COP;9/06/95;9/06/95
871.94;COP;10/06/95;12/06/95
873.74;COP;13/06/95;13/06/95
875.28;COP;14/06/95;14/06/95
873.78;COP;15/06/95;15/06/95
872.54;COP;16/06/95;16/06/95
873.91;COP;17/06/95;19/06/95
873.91;COP;20/06/95;20/06/95
875.59;COP;21/06/95;21/06/95
875.32;COP;22/06/95;22/06/95
874.81;COP;23/06/95;23/06/95
873.64;COP;24/06/95;26/06/95
873.64;COP;27/06/95;27/06/95
875.95;COP;28/06/95;28/06/95
878.80;COP;29/06/95;29/06/95
881.23;COP;30/06/95;30/06/95
880.49;COP;1/07/95;3/07/95
880.49;COP;4/07/95;4/07/95
883.81;COP;5/07/95;5/07/95
887.30;COP;6/07/95;6/07/95
891.28;COP;7/07/95;7/07/95
891.44;COP;8/07/95;10/07/95
897.12;COP;11/07/95;11/07/95
897.51;COP;12/07/95;12/07/95
895.84;COP;13/07/95;13/07/95
892.82;COP;14/07/95;14/07/95
893.36;COP;15/07/95;17/07/95
891.76;COP;18/07/95;18/07/95
894.03;COP;19/07/95;19/07/95
894.50;COP;20/07/95;20/07/95
894.50;COP;21/07/95;21/07/95
894.98;COP;22/07/95;24/07/95
896.68;COP;25/07/95;25/07/95
897.32;COP;26/07/95;26/07/95
626.52;COP;18/12/91;18/12/91
766.91;COP;25/03/93;25/03/93
1,304.33;COP;3/01/98;5/01/98
801.15;COP;3/08/93;3/08/93
801.86;COP;4/08/93;4/08/93
801.82;COP;5/08/93;5/08/93
801.86;COP;6/08/93;6/08/93
633.35;COP;19/12/91;19/12/91
621.71;COP;20/12/91;20/12/91
620.62;COP;21/12/91;23/12/91
622.95;COP;24/12/91;24/12/91
622.95;COP;25/12/91;26/12/91
801.78;COP;7/08/93;9/08/93
802.30;COP;10/08/93;10/08/93
803.22;COP;11/08/93;11/08/93
804.48;COP;12/08/93;12/08/93
804.93;COP;13/08/93;13/08/93
804.51;COP;14/08/93;17/08/93
804.76;COP;18/08/93;18/08/93
805.62;COP;19/08/93;19/08/93
806.15;COP;20/08/93;20/08/93
806.72;COP;21/08/93;23/08/93
807.04;COP;24/08/93;24/08/93
807.57;COP;25/08/93;25/08/93
807.77;COP;26/08/93;26/08/93
807.55;COP;27/08/93;27/08/93
807.53;COP;28/08/93;30/08/93
806.86;COP;31/08/93;31/08/93
806.83;COP;1/09/93;1/09/93
808.04;COP;2/09/93;2/09/93
807.96;COP;3/09/93;3/09/93
807.68;COP;4/09/93;6/09/93
807.62;COP;7/09/93;7/09/93
808.24;COP;8/09/93;8/09/93
809.33;COP;9/09/93;9/09/93
810.25;COP;10/09/93;10/09/93
810.03;COP;11/09/93;13/09/93
810.09;COP;14/09/93;14/09/93
810.81;COP;15/09/93;15/09/93
811.75;COP;16/09/93;16/09/93
811.93;COP;17/09/93;17/09/93
647.28;COP;11/04/92;13/04/92
649.48;COP;14/04/92;14/04/92
655.66;COP;15/04/92;15/04/92
657.97;COP;16/04/92;20/04/92
655.32;COP;21/04/92;21/04/92
652.57;COP;22/04/92;22/04/92
651.48;COP;23/04/92;23/04/92
650.24;COP;24/04/92;24/04/92
651.36;COP;25/04/92;27/04/92
650.31;COP;28/04/92;28/04/92
651.95;COP;29/04/92;29/04/92
653.83;COP;30/04/92;30/04/92
653.58;COP;1/05/92;4/05/92
653.10;COP;5/05/92;5/05/92
653.70;COP;6/05/92;6/05/92
654.74;COP;7/05/92;7/05/92
656.40;COP;8/05/92;8/05/92
657.91;COP;9/05/92;11/05/92
658.52;COP;12/05/92;12/05/92
631.63;COP;27/12/91;27/12/91
632.37;COP;28/12/91;30/12/91
632.37;COP;31/12/91;31/12/91
632.37;COP;1/01/92;1/01/92
632.58;COP;3/01/92;3/01/92
638.07;COP;4/01/92;7/01/92
638.17;COP;8/01/92;8/01/92
638.61;COP;9/01/92;9/01/92
637.86;COP;10/01/92;10/01/92
645.04;COP;11/01/92;13/01/92
659.74;COP;14/01/92;14/01/92
657.49;COP;15/01/92;15/01/92
653.45;COP;16/01/92;16/01/92
652.91;COP;17/01/92;17/01/92
645.35;COP;18/01/92;20/01/92
645.97;COP;21/01/92;21/01/92
647.04;COP;22/01/92;22/01/92
647.01;COP;23/01/92;23/01/92
647.01;COP;24/01/92;24/01/92
644.83;COP;25/01/92;27/01/92
645.53;COP;28/01/92;28/01/92
645.20;COP;29/01/92;29/01/92
644.04;COP;30/01/92;30/01/92
644.27;COP;31/01/92;31/01/92
640.52;COP;1/02/92;3/02/92
640.52;COP;4/02/92;4/02/92
638.01;COP;5/02/92;5/02/92
637.65;COP;6/02/92;6/02/92
636.90;COP;7/02/92;7/02/92
635.34;COP;8/02/92;10/02/92
634.74;COP;11/02/92;11/02/92
634.59;COP;12/02/92;12/02/92
634.67;COP;13/02/92;13/02/92
635.60;COP;14/02/92;14/02/92
634.74;COP;15/02/92;17/02/92
635.66;COP;18/02/92;18/02/92
635.21;COP;19/02/92;19/02/92
634.93;COP;20/02/92;20/02/92
633.31;COP;21/02/92;21/02/92
633.03;COP;22/02/92;24/02/92
633.55;COP;25/02/92;25/02/92
633.74;COP;26/02/92;26/02/92
634.06;COP;27/02/92;27/02/92
633.91;COP;28/02/92;28/02/92
636.54;COP;29/02/92;2/03/92
640.95;COP;3/03/92;3/03/92
636.05;COP;4/03/92;4/03/92
1,805.14;COP;27/06/12;27/06/12
1,796.18;COP;28/06/12;28/06/12
1,805.60;COP;29/06/12;29/06/12
1,784.60;COP;30/06/12;3/07/12
1,771.53;COP;4/07/12;5/07/12
1,774.37;COP;6/07/12;6/07/12
1,785.25;COP;7/07/12;9/07/12
1,790.25;COP;10/07/12;10/07/12
1,785.06;COP;11/07/12;11/07/12
1,787.72;COP;12/07/12;12/07/12
1,790.12;COP;13/07/12;13/07/12
1,780.21;COP;14/07/12;16/07/12
1,778.42;COP;17/07/12;17/07/12
1,778.97;COP;18/07/12;18/07/12
1,778.28;COP;19/07/12;19/07/12
1,775.80;COP;20/07/12;23/07/12
1,790.39;COP;24/07/12;24/07/12
1,797.33;COP;25/07/12;25/07/12
1,799.48;COP;26/07/12;26/07/12
1,789.22;COP;27/07/12;27/07/12
1,791.12;COP;28/07/12;30/07/12
1,789.02;COP;31/07/12;31/07/12
1,790.61;COP;9/02/13;11/02/13
1,784.71;COP;12/02/13;12/02/13
1,783.20;COP;13/02/13;13/02/13
1,777.72;COP;14/02/13;14/02/13
1,783.19;COP;15/02/13;15/02/13
1,785.41;COP;16/02/13;19/02/13
1,794.63;COP;20/02/13;20/02/13
1,791.33;COP;21/02/13;21/02/13
1,798.21;COP;22/02/13;22/02/13
1,800.70;COP;23/02/13;25/02/13
1,806.11;COP;26/02/13;26/02/13
1,818.54;COP;27/02/13;27/02/13
1,816.42;COP;28/02/13;28/02/13
1,814.28;COP;1/03/13;1/03/13
1,816.48;COP;2/03/13;4/03/13
1,813.53;COP;5/03/13;5/03/13
1,907.97;COP;29/08/08;29/08/08
1,932.20;COP;30/08/08;2/09/08
1,975.10;COP;3/09/08;3/09/08
1,992.59;COP;4/09/08;4/09/08
2,017.53;COP;5/09/08;5/09/08
2,041.81;COP;6/09/08;8/09/08
2,031.12;COP;9/09/08;9/09/08
2,071.24;COP;10/09/08;10/09/08
2,081.32;COP;11/09/08;11/09/08
2,082.46;COP;12/09/08;12/09/08
2,051.55;COP;13/09/08;15/09/08
2,071.29;COP;16/09/08;16/09/08
2,109.37;COP;17/09/08;17/09/08
2,139.14;COP;18/09/08;18/09/08
2,187.01;COP;19/09/08;19/09/08
2,067.45;COP;20/09/08;22/09/08
2,045.85;COP;23/09/08;23/09/08
2,077.59;COP;24/09/08;24/09/08
2,147.41;COP;25/09/08;25/09/08
2,118.31;COP;26/09/08;26/09/08
2,105.61;COP;27/09/08;29/09/08
2,174.62;COP;30/09/08;30/09/08
2,184.76;COP;1/10/08;1/10/08
2,166.05;COP;2/10/08;2/10/08
2,192.69;COP;3/10/08;3/10/08
2,160.08;COP;4/10/08;6/10/08
2,250.73;COP;7/10/08;7/10/08
2,261.96;COP;8/10/08;8/10/08
2,326.41;COP;9/10/08;9/10/08
2,254.24;COP;10/10/08;10/10/08
2,318.63;COP;11/10/08;14/10/08
2,223.94;COP;15/10/08;15/10/08
2,316.54;COP;16/10/08;16/10/08
2,304.68;COP;17/10/08;17/10/08
2,271.98;COP;18/10/08;20/10/08
2,243.49;COP;21/10/08;21/10/08
2,296.32;COP;22/10/08;22/10/08
2,346.47;COP;23/10/08;23/10/08
2,361.01;COP;24/10/08;24/10/08
2,386.48;COP;25/10/08;27/10/08
2,379.24;COP;28/10/08;28/10/08
2,382.31;COP;29/10/08;29/10/08
2,374.10;COP;30/10/08;30/10/08
2,359.52;COP;31/10/08;31/10/08
2,392.28;COP;1/11/08;4/11/08
2,351.56;COP;5/11/08;5/11/08
2,327.78;COP;6/11/08;6/11/08
2,342.65;COP;7/11/08;7/11/08
2,317.34;COP;8/11/08;10/11/08
2,281.24;COP;11/11/08;12/11/08
2,335.02;COP;13/11/08;13/11/08
2,329.82;COP;14/11/08;14/11/08
2,308.65;COP;15/11/08;18/11/08
2,329.90;COP;19/11/08;19/11/08
2,342.18;COP;20/11/08;20/11/08
2,289.98;COP;31/03/06;31/03/06
2,293.38;COP;1/04/06;3/04/06
2,296.18;COP;4/04/06;4/04/06
2,288.67;COP;5/04/06;5/04/06
2,294.99;COP;6/04/06;6/04/06
2,313.05;COP;7/04/06;7/04/06
2,342.35;COP;8/04/06;10/04/06
2,352.58;COP;11/04/06;11/04/06
2,336.26;COP;12/04/06;12/04/06
2,335.16;COP;13/04/06;17/04/06
2,366.15;COP;18/04/06;18/04/06
2,349.03;COP;19/04/06;19/04/06
2,344.73;COP;20/04/06;20/04/06
2,336.10;COP;21/04/06;21/04/06
2,337.42;COP;22/04/06;24/04/06
2,332.99;COP;25/04/06;25/04/06
2,348.49;COP;26/04/06;26/04/06
2,373.94;COP;27/04/06;27/04/06
2,375.66;COP;28/04/06;28/04/06
2,375.03;COP;29/04/06;2/05/06
2,380.31;COP;3/05/06;3/05/06
2,377.59;COP;4/05/06;4/05/06
2,381.36;COP;5/05/06;5/05/06
2,370.63;COP;6/05/06;8/05/06
2,351.06;COP;9/05/06;9/05/06
2,338.76;COP;10/05/06;10/05/06
2,329.35;COP;11/05/06;11/05/06
2,346.06;COP;12/05/06;12/05/06
2,375.86;COP;13/05/06;15/05/06
2,424.27;COP;16/05/06;16/05/06
2,410.96;COP;17/05/06;17/05/06
2,435.52;COP;18/05/06;18/05/06
2,450.63;COP;19/05/06;19/05/06
2,452.50;COP;20/05/06;22/05/06
2,493.98;COP;23/05/06;23/05/06
2,490.06;COP;24/05/06;24/05/06
2,518.34;COP;25/05/06;25/05/06
2,517.44;COP;26/05/06;26/05/06
2,475.75;COP;27/05/06;30/05/06
2,482.41;COP;31/05/06;31/05/06
2,486.07;COP;1/06/06;1/06/06
2,484.62;COP;2/06/06;2/06/06
2,450.80;COP;3/06/06;5/06/06
2,443.72;COP;6/06/06;6/06/06
2,470.99;COP;7/06/06;7/06/06
2,482.15;COP;8/06/06;8/06/06
2,511.34;COP;9/06/06;9/06/06
2,510.82;COP;10/06/06;12/06/06
2,534.83;COP;13/06/06;13/06/06
2,569.10;COP;14/06/06;14/06/06
2,570.11;COP;15/06/06;15/06/06
2,564.30;COP;16/06/06;16/06/06
2,559.04;COP;17/06/06;20/06/06
2,568.12;COP;21/06/06;21/06/06
2,566.76;COP;22/06/06;22/06/06
2,578.02;COP;23/06/06;23/06/06
2,607.13;COP;24/06/06;27/06/06
2,619.75;COP;28/06/06;28/06/06
2,634.06;COP;29/06/06;29/06/06
2,633.12;COP;30/06/06;30/06/06
2,579.08;COP;1/07/06;5/07/06
2,574.74;COP;6/07/06;6/07/06
2,562.85;COP;7/07/06;7/07/06
2,525.50;COP;8/07/06;10/07/06
2,491.45;COP;11/07/06;11/07/06
2,488.33;COP;12/07/06;12/07/06
2,512.40;COP;13/07/06;13/07/06
2,534.13;COP;14/07/06;14/07/06
2,549.77;COP;15/07/06;17/07/06
2,556.72;COP;18/07/06;18/07/06
1,889.61;COP;9/07/10;9/07/10
1,877.66;COP;10/07/10;12/07/10
1,877.20;COP;13/07/10;13/07/10
1,871.19;COP;14/07/10;14/07/10
1,864.04;COP;23/07/10;23/07/10
1,867.47;COP;24/07/10;26/07/10
1,859.50;COP;27/07/10;27/07/10
1,852.83;COP;28/07/10;28/07/10
2,553.02;COP;23/10/04;25/10/04
2,277.99;COP;18/11/05;18/11/05
2,277.73;COP;19/11/05;21/11/05
2,276.64;COP;22/11/05;22/11/05
2,568.11;COP;26/10/04;26/10/04
2,278.48;COP;23/11/05;23/11/05
2,277.92;COP;24/11/05;25/11/05
2,275.40;COP;26/11/05;28/11/05
2,273.08;COP;29/11/05;29/11/05
2,274.04;COP;30/11/05;30/11/05
2,274.71;COP;1/12/05;1/12/05
2,272.95;COP;2/12/05;2/12/05
2,274.39;COP;3/12/05;5/12/05
2,274.10;COP;6/12/05;6/12/05
2,274.19;COP;7/12/05;7/12/05
3,447.76;COP;16/08/19;16/08/19
3,364.24;COP;17/12/19;17/12/19
3,651.42;COP;3/06/20;3/06/20
3,745.41;COP;1/09/20;1/09/20
3,640.20;COP;6/03/21;8/03/21
3,640.07;COP;24/04/21;26/04/21
3,197.50;COP;12/07/19;12/07/19
3,451.02;COP;26/09/19;26/09/19
3,418.48;COP;10/12/19;10/12/19
3,646.22;COP;13/11/20;13/11/20
3,728.09;COP;14/05/21;14/05/21
3,981.16;COP;31/12/21;3/01/22
3,910.28;COP;1/03/22;1/03/22
4,806.07;COP;11/11/22;15/11/22
635.86;COP;5/03/92;5/03/92
636.73;COP;6/03/92;6/03/92
636.22;COP;7/03/92;9/03/92
635.88;COP;10/03/92;10/03/92
639.78;COP;11/03/92;11/03/92
639.38;COP;12/03/92;12/03/92
641.29;COP;13/03/92;13/03/92
642.00;COP;14/03/92;16/03/92
644.13;COP;17/03/92;17/03/92
643.83;COP;18/03/92;18/03/92
642.59;COP;19/03/92;19/03/92
641.53;COP;20/03/92;20/03/92
640.37;COP;21/03/92;24/03/92
642.00;COP;25/03/92;25/03/92
641.81;COP;26/03/92;26/03/92
641.22;COP;27/03/92;27/03/92
647.24;COP;28/03/92;30/03/92
641.59;COP;31/03/92;31/03/92
641.98;COP;1/04/92;1/04/92
645.14;COP;2/04/92;2/04/92
644.77;COP;3/04/92;3/04/92
643.11;COP;4/04/92;6/04/92
645.73;COP;7/04/92;7/04/92
643.98;COP;8/04/92;8/04/92
644.61;COP;9/04/92;9/04/92
646.50;COP;10/04/92;10/04/92
660.57;COP;13/05/92;13/05/92
660.88;COP;14/05/92;14/05/92
663.43;COP;15/05/92;15/05/92
663.58;COP;16/05/92;18/05/92
663.75;COP;19/05/92;19/05/92
664.50;COP;20/05/92;20/05/92
663.10;COP;21/05/92;21/05/92
662.60;COP;22/05/92;22/05/92
662.11;COP;23/05/92;25/05/92
662.15;COP;26/05/92;26/05/92
767.40;COP;27/03/93;29/03/93
766.79;COP;30/03/93;30/03/93
766.41;COP;31/03/93;31/03/93
766.44;COP;1/04/93;1/04/93
767.98;COP;2/04/93;2/04/93
768.46;COP;3/04/93;5/04/93
768.31;COP;6/04/93;6/04/93
768.52;COP;7/04/93;7/04/93
768.60;COP;8/04/93;12/04/93
769.34;COP;13/04/93;13/04/93
769.80;COP;14/04/93;14/04/93
771.56;COP;15/04/93;15/04/93
772.71;COP;16/04/93;16/04/93
1,364.76;COP;26/03/98;26/03/98
1,365.66;COP;27/03/98;27/03/98
1,361.49;COP;28/03/98;30/03/98
1,358.03;COP;31/03/98;31/03/98
1,360.26;COP;1/04/98;1/04/98
1,362.54;COP;2/04/98;2/04/98
1,357.75;COP;3/04/98;3/04/98
1,357.71;COP;4/04/98;6/04/98
1,355.50;COP;7/04/98;7/04/98
1,354.15;COP;8/04/98;8/04/98
1,357.14;COP;9/04/98;13/04/98
1,363.38;COP;14/04/98;14/04/98
1,365.21;COP;15/04/98;15/04/98
1,364.06;COP;16/04/98;16/04/98
1,360.74;COP;17/04/98;17/04/98
1,360.49;COP;18/04/98;20/04/98
1,360.42;COP;21/04/98;21/04/98
1,357.51;COP;22/04/98;22/04/98
1,355.94;COP;23/04/98;23/04/98
1,354.91;COP;24/04/98;24/04/98
1,359.99;COP;25/04/98;27/04/98
1,368.17;COP;28/04/98;28/04/98
1,371.35;COP;29/04/98;29/04/98
1,365.72;COP;30/04/98;30/04/98
1,364.07;COP;1/05/98;4/05/98
1,369.31;COP;5/05/98;5/05/98
1,375.39;COP;6/05/98;6/05/98
1,382.27;COP;7/05/98;7/05/98
1,383.04;COP;8/05/98;8/05/98
1,385.38;COP;9/05/98;11/05/98
1,387.78;COP;12/05/98;12/05/98
1,318.57;COP;7/01/98;7/01/98
1,315.95;COP;8/01/98;8/01/98
1,313.56;COP;9/01/98;9/01/98
1,315.70;COP;10/01/98;13/01/98
1,318.25;COP;14/01/98;14/01/98
1,318.53;COP;15/01/98;15/01/98
1,319.21;COP;16/01/98;16/01/98
1,322.16;COP;17/01/98;19/01/98
1,325.07;COP;20/01/98;20/01/98
1,327.00;COP;21/01/98;21/01/98
1,331.48;COP;22/01/98;22/01/98
1,334.71;COP;23/01/98;23/01/98
2,076.85;COP;20/05/00;22/05/00
2,094.73;COP;23/05/00;23/05/00
2,151.05;COP;5/07/00;5/07/00
2,163.44;COP;6/07/00;6/07/00
2,168.65;COP;7/07/00;7/07/00
2,165.51;COP;8/07/00;10/07/00
2,155.81;COP;20/07/00;21/07/00
2,152.30;COP;22/07/00;24/07/00
2,147.65;COP;25/07/00;25/07/00
2,153.91;COP;26/07/00;26/07/00
2,165.37;COP;27/07/00;27/07/00
2,173.78;COP;28/07/00;28/07/00
2,172.79;COP;29/07/00;31/07/00
2,174.55;COP;1/08/00;1/08/00
2,175.02;COP;2/08/00;2/08/00
2,173.62;COP;3/08/00;3/08/00
2,177.67;COP;4/08/00;4/08/00
2,180.64;COP;5/08/00;8/08/00
2,176.52;COP;9/08/00;9/08/00
2,176.17;COP;10/08/00;10/08/00
2,179.60;COP;11/08/00;11/08/00
2,180.89;COP;12/08/00;14/08/00
2,180.99;COP;15/08/00;15/08/00
2,185.45;COP;16/08/00;16/08/00
2,185.46;COP;17/08/00;17/08/00
2,185.75;COP;18/08/00;18/08/00
2,308.64;COP;4/04/01;4/04/01
2,315.81;COP;5/04/01;5/04/01
2,317.46;COP;6/04/01;6/04/01
2,318.58;COP;7/04/01;9/04/01
2,315.21;COP;10/04/01;10/04/01
2,309.84;COP;11/04/01;11/04/01
2,314.07;COP;12/04/01;16/04/01
2,320.18;COP;17/04/01;17/04/01
2,319.57;COP;18/04/01;18/04/01
2,316.91;COP;19/04/01;19/04/01
2,327.08;COP;20/04/01;20/04/01
2,329.73;COP;21/04/01;23/04/01
2,334.38;COP;24/04/01;24/04/01
2,339.16;COP;25/04/01;25/04/01
2,345.21;COP;26/04/01;26/04/01
2,345.57;COP;27/04/01;27/04/01
2,346.73;COP;28/04/01;30/04/01
2,341.09;COP;1/05/01;2/05/01
2,345.96;COP;3/05/01;3/05/01
2,349.95;COP;4/05/01;4/05/01
2,354.47;COP;5/05/01;7/05/01
2,359.54;COP;8/05/01;8/05/01
2,359.22;COP;9/05/01;9/05/01
2,359.98;COP;10/05/01;10/05/01
2,359.79;COP;11/05/01;11/05/01
2,367.30;COP;12/05/01;14/05/01
2,371.58;COP;15/05/01;15/05/01
2,376.93;COP;16/05/01;16/05/01
2,378.21;COP;17/05/01;17/05/01
2,378.41;COP;18/05/01;18/05/01
2,348.88;COP;19/05/01;21/05/01
2,314.75;COP;22/05/01;22/05/01
2,316.72;COP;23/05/01;23/05/01
2,295.23;COP;24/05/01;24/05/01
2,310.64;COP;25/05/01;25/05/01
2,339.98;COP;26/05/01;29/05/01
2,331.91;COP;30/05/01;30/05/01
2,324.98;COP;31/05/01;31/05/01
2,327.25;COP;1/06/01;1/06/01
2,319.16;COP;2/06/01;4/06/01
2,296.88;COP;5/06/01;5/06/01
2,303.37;COP;6/06/01;6/06/01
2,303.38;COP;7/06/01;7/06/01
2,303.41;COP;8/06/01;8/06/01
2,296.31;COP;9/06/01;11/06/01
2,309.06;COP;12/06/01;12/06/01
2,313.74;COP;13/06/01;13/06/01
2,302.16;COP;14/06/01;14/06/01
2,300.18;COP;15/06/01;15/06/01
2,303.13;COP;16/06/01;19/06/01
2,307.78;COP;20/06/01;20/06/01
2,305.35;COP;21/06/01;21/06/01
2,300.46;COP;22/06/01;22/06/01
2,298.88;COP;23/06/01;26/06/01
2,304.68;COP;27/06/01;27/06/01
2,307.03;COP;28/06/01;28/06/01
2,305.33;COP;29/06/01;29/06/01
2,298.85;COP;30/06/01;3/07/01
2,300.02;COP;4/07/01;4/07/01
2,303.26;COP;5/07/01;5/07/01
2,303.36;COP;6/07/01;6/07/01
2,304.75;COP;7/07/01;9/07/01
2,305.37;COP;10/07/01;10/07/01
2,306.16;COP;11/07/01;11/07/01
2,312.21;COP;12/07/01;12/07/01
2,323.99;COP;13/07/01;13/07/01
2,317.92;COP;14/07/01;16/07/01
2,302.56;COP;17/07/01;17/07/01
2,274.06;COP;8/12/05;9/12/05
2,275.09;COP;10/12/05;12/12/05
2,275.47;COP;13/12/05;13/12/05
2,275.33;COP;14/12/05;14/12/05
2,275.45;COP;15/12/05;15/12/05
2,276.70;COP;16/12/05;16/12/05
2,277.85;COP;17/12/05;19/12/05
2,286.83;COP;20/12/05;20/12/05
2,286.46;COP;21/12/05;21/12/05
2,285.61;COP;22/12/05;22/12/05
2,283.47;COP;23/12/05;23/12/05
2,282.36;COP;24/12/05;26/12/05
2,282.36;COP;27/12/05;27/12/05
2,283.11;COP;28/12/05;28/12/05
2,282.35;COP;29/12/05;29/12/05
2,284.22;COP;30/12/05;3/01/06
2,282.27;COP;4/01/06;4/01/06
2,282.13;COP;5/01/06;5/01/06
2,279.99;COP;6/01/06;6/01/06
2,278.40;COP;7/01/06;10/01/06
2,276.58;COP;11/01/06;11/01/06
2,274.73;COP;12/01/06;12/01/06
2,274.59;COP;13/01/06;13/01/06
2,273.31;COP;14/01/06;17/01/06
2,270.88;COP;18/01/06;18/01/06
2,271.55;COP;19/01/06;19/01/06
2,269.70;COP;20/01/06;20/01/06
2,269.41;COP;21/01/06;23/01/06
2,262.04;COP;24/01/06;24/01/06
2,262.87;COP;25/01/06;25/01/06
2,273.50;COP;26/01/06;26/01/06
2,270.85;COP;27/01/06;27/01/06
2,266.66;COP;28/01/06;30/01/06
2,265.65;COP;31/01/06;31/01/06
2,267.63;COP;1/02/06;1/02/06
2,267.39;COP;2/02/06;2/02/06
2,266.07;COP;3/02/06;3/02/06
2,265.22;COP;4/02/06;6/02/06
2,259.64;COP;7/02/06;7/02/06
2,256.57;COP;8/02/06;8/02/06
2,259.07;COP;9/02/06;9/02/06
2,256.95;COP;10/02/06;10/02/06
2,253.10;COP;11/02/06;13/02/06
2,254.03;COP;14/02/06;14/02/06
2,254.98;COP;15/02/06;15/02/06
2,253.68;COP;16/02/06;16/02/06
2,254.11;COP;17/02/06;17/02/06
2,253.89;COP;18/02/06;21/02/06
2,253.42;COP;22/02/06;22/02/06
2,251.78;COP;23/02/06;23/02/06
2,249.90;COP;24/02/06;24/02/06
2,246.18;COP;25/02/06;27/02/06
2,247.32;COP;28/02/06;28/02/06
2,245.71;COP;1/03/06;1/03/06
2,247.48;COP;2/03/06;2/03/06
2,251.45;COP;3/03/06;3/03/06
2,256.17;COP;4/03/06;6/03/06
2,259.12;COP;7/03/06;7/03/06
2,258.11;COP;8/03/06;8/03/06
2,254.55;COP;9/03/06;9/03/06
2,257.67;COP;10/03/06;10/03/06
2,265.15;COP;11/03/06;13/03/06
2,263.46;COP;14/03/06;14/03/06
2,262.41;COP;15/03/06;15/03/06
2,259.53;COP;16/03/06;16/03/06
2,258.01;COP;17/03/06;17/03/06
2,257.01;COP;18/03/06;21/03/06
2,259.19;COP;22/03/06;22/03/06
2,263.31;COP;23/03/06;23/03/06
