VALOR;UNIDAD;VIGENCIADESDE;VIGENCIAHASTA
831.06;COP;20/12/94;20/12/94
830.16;COP;21/12/94;21/12/94
827.95;COP;22/12/94;22/12/94
827.70;COP;23/12/94;23/12/94
826.47;COP;24/12/94;26/12/94
827.33;COP;27/12/94;27/12/94
829.95;COP;28/12/94;28/12/94
831.60;COP;29/12/94;29/12/94
831.27;COP;30/12/94;30/12/94
831.27;COP;31/12/94;2/01/95
833.18;COP;3/01/95;3/01/95
835.38;COP;4/01/95;4/01/95
838.33;COP;5/01/95;5/01/95
838.87;COP;6/01/95;6/01/95
837.07;COP;7/01/95;9/01/95
837.07;COP;10/01/95;10/01/95
840.36;COP;11/01/95;11/01/95
843.69;COP;12/01/95;12/01/95
841.52;COP;13/01/95;13/01/95
843.70;COP;14/01/95;16/01/95
846.61;COP;17/01/95;17/01/95
847.61;COP;18/01/95;18/01/95
850.26;COP;19/01/95;19/01/95
852.68;COP;20/01/95;20/01/95
855.54;COP;21/01/95;23/01/95
855.49;COP;24/01/95;24/01/95
856.65;COP;25/01/95;25/01/95
857.56;COP;26/01/95;26/01/95
859.30;COP;27/01/95;27/01/95
857.83;COP;28/01/95;30/01/95
856.41;COP;31/01/95;31/01/95
857.16;COP;1/02/95;1/02/95
855.76;COP;2/02/95;2/02/95
852.22;COP;3/02/95;3/02/95
848.82;COP;4/02/95;6/02/95
848.27;COP;7/02/95;7/02/95
848.43;COP;8/02/95;8/02/95
847.04;COP;9/02/95;9/02/95
845.73;COP;10/02/95;10/02/95
845.37;COP;11/02/95;13/02/95
846.20;COP;14/02/95;14/02/95
848.15;COP;15/02/95;15/02/95
848.52;COP;16/02/95;16/02/95
848.90;COP;17/02/95;17/02/95
849.41;COP;18/02/95;20/02/95
851.88;COP;21/02/95;21/02/95
853.63;COP;22/02/95;22/02/95
855.32;COP;23/02/95;23/02/95
855.48;COP;24/02/95;24/02/95
854.71;COP;25/02/95;27/02/95
856.99;COP;28/02/95;28/02/95
857.85;COP;1/03/95;1/03/95
858.87;COP;2/03/95;2/03/95
861.33;COP;3/03/95;3/03/95
859.65;COP;4/03/95;6/03/95
858.95;COP;7/03/95;7/03/95
861.13;COP;8/03/95;8/03/95
862.41;COP;9/03/95;9/03/95
863.06;COP;10/03/95;10/03/95
865.36;COP;11/03/95;13/03/95
865.92;COP;14/03/95;14/03/95
866.96;COP;15/03/95;15/03/95
866.40;COP;16/03/95;16/03/95
865.63;COP;17/03/95;17/03/95
863.77;COP;18/03/95;20/03/95
863.77;COP;21/03/95;21/03/95
865.89;COP;22/03/95;22/03/95
867.81;COP;23/03/95;23/03/95
868.95;COP;24/03/95;24/03/95
869.22;COP;25/03/95;27/03/95
870.14;COP;28/03/95;28/03/95
872.57;COP;29/03/95;29/03/95
876.21;COP;30/03/95;30/03/95
880.23;COP;31/03/95;31/03/95
878.18;COP;1/04/95;3/04/95
876.00;COP;4/04/95;4/04/95
874.30;COP;5/04/95;5/04/95
871.60;COP;6/04/95;6/04/95
868.96;COP;7/04/95;7/04/95
869.15;COP;8/04/95;10/04/95
866.78;COP;11/04/95;11/04/95
868.80;COP;12/04/95;12/04/95
866.25;COP;13/04/95;13/04/95
866.25;COP;14/04/95;14/04/95
866.25;COP;15/04/95;17/04/95
871.87;COP;18/04/95;18/04/95
874.37;COP;19/04/95;19/04/95
874.35;COP;20/04/95;20/04/95
877.38;COP;21/04/95;21/04/95
876.55;COP;22/04/95;24/04/95
878.20;COP;25/04/95;25/04/95
876.32;COP;26/04/95;26/04/95
875.78;COP;27/04/95;27/04/95
876.21;COP;28/04/95;28/04/95
999.47;COP;13/12/96;13/12/96
1,002.95;COP;14/12/96;16/12/96
1,001.58;COP;17/12/96;17/12/96
1,000.40;COP;18/12/96;18/12/96
1,001.18;COP;19/12/96;19/12/96
1,001.10;COP;20/12/96;20/12/96
1,003.15;COP;21/12/96;23/12/96
1,002.51;COP;24/12/96;26/12/96
1,003.49;COP;27/12/96;27/12/96
1,005.40;COP;28/12/96;30/12/96
1,005.33;COP;31/12/96;2/01/97
1,007.33;COP;3/01/97;3/01/97
1,016.81;COP;4/01/97;7/01/97
1,022.00;COP;8/01/97;8/01/97
1,020.16;COP;9/01/97;9/01/97
1,013.68;COP;10/01/97;10/01/97
1,011.01;COP;11/01/97;13/01/97
1,015.53;COP;14/01/97;14/01/97
1,026.53;COP;15/01/97;15/01/97
1,023.47;COP;16/01/97;16/01/97
1,018.15;COP;17/01/97;17/01/97
1,020.90;COP;18/01/97;20/01/97
1,022.75;COP;21/01/97;21/01/97
1,023.67;COP;22/01/97;22/01/97
1,031.02;COP;23/01/97;23/01/97
1,031.51;COP;24/01/97;24/01/97
1,032.62;COP;25/01/97;27/01/97
1,040.07;COP;28/01/97;28/01/97
1,057.00;COP;29/01/97;29/01/97
897.77;COP;27/07/95;27/07/95
895.56;COP;28/07/95;28/07/95
897.63;COP;29/07/95;31/07/95
2,283.33;COP;23/11/06;24/11/06
2,298.52;COP;25/11/06;27/11/06
2,320.64;COP;28/11/06;28/11/06
2,317.35;COP;29/11/06;29/11/06
2,300.42;COP;30/11/06;30/11/06
1,924.54;COP;9/06/07;12/06/07
2,295.99;COP;1/12/06;1/12/06
2,293.42;COP;2/12/06;4/12/06
2,292.63;COP;5/12/06;5/12/06
2,278.97;COP;6/12/06;6/12/06
2,279.82;COP;7/12/06;7/12/06
2,280.50;COP;8/12/06;11/12/06
2,272.09;COP;12/12/06;12/12/06
2,272.27;COP;13/12/06;13/12/06
2,272.75;COP;14/12/06;14/12/06
2,270.18;COP;15/12/06;15/12/06
2,262.15;COP;16/12/06;18/12/06
2,255.38;COP;19/12/06;19/12/06
2,249.28;COP;20/12/06;20/12/06
2,234.36;COP;21/12/06;21/12/06
2,229.28;COP;22/12/06;22/12/06
2,228.76;COP;23/12/06;26/12/06
2,225.44;COP;27/12/06;27/12/06
2,233.31;COP;28/12/06;28/12/06
2,238.79;COP;29/12/06;2/01/07
2,231.42;COP;3/01/07;3/01/07
2,218.11;COP;4/01/07;4/01/07
2,218.05;COP;5/01/07;5/01/07
2,228.38;COP;6/01/07;9/01/07
2,238.52;COP;10/01/07;10/01/07
2,250.60;COP;11/01/07;11/01/07
2,231.48;COP;12/01/07;12/01/07
2,221.35;COP;13/01/07;16/01/07
2,221.96;COP;17/01/07;17/01/07
2,224.22;COP;18/01/07;18/01/07
2,226.06;COP;19/01/07;19/01/07
2,229.29;COP;20/01/07;22/01/07
2,240.32;COP;23/01/07;23/01/07
2,250.38;COP;24/01/07;24/01/07
2,254.67;COP;25/01/07;25/01/07
2,252.88;COP;26/01/07;26/01/07
2,259.43;COP;27/01/07;29/01/07
2,261.22;COP;30/01/07;30/01/07
2,259.72;COP;31/01/07;31/01/07
2,255.17;COP;1/02/07;1/02/07
2,246.06;COP;2/02/07;2/02/07
2,241.53;COP;3/02/07;5/02/07
2,229.30;COP;6/02/07;6/02/07
2,232.37;COP;7/02/07;7/02/07
2,235.30;COP;8/02/07;8/02/07
2,239.20;COP;9/02/07;9/02/07
2,229.87;COP;10/02/07;12/02/07
2,230.40;COP;13/02/07;13/02/07
2,223.30;COP;14/02/07;14/02/07
2,221.43;COP;15/02/07;15/02/07
2,219.15;COP;16/02/07;16/02/07
2,221.70;COP;17/02/07;20/02/07
2,220.76;COP;21/02/07;21/02/07
2,218.78;COP;22/02/07;22/02/07
2,214.44;COP;23/02/07;23/02/07
2,216.57;COP;24/02/07;26/02/07
2,211.46;COP;27/02/07;27/02/07
2,224.12;COP;28/02/07;28/02/07
2,231.94;COP;1/03/07;1/03/07
2,246.88;COP;2/03/07;2/03/07
2,242.62;COP;3/03/07;5/03/07
2,245.71;COP;6/03/07;6/03/07
2,222.45;COP;7/03/07;7/03/07
2,218.94;COP;8/03/07;8/03/07
2,214.05;COP;9/03/07;9/03/07
2,210.98;COP;10/03/07;12/03/07
2,205.77;COP;13/03/07;13/03/07
2,206.38;COP;14/03/07;14/03/07
2,210.12;COP;15/03/07;15/03/07
2,197.76;COP;16/03/07;16/03/07
2,204.05;COP;17/03/07;20/03/07
2,186.21;COP;21/03/07;21/03/07
2,172.60;COP;22/03/07;22/03/07
2,168.95;COP;23/03/07;23/03/07
2,174.72;COP;24/03/07;26/03/07
2,172.14;COP;27/03/07;27/03/07
2,172.09;COP;28/03/07;28/03/07
2,169.67;COP;29/03/07;29/03/07
2,155.06;COP;30/03/07;30/03/07
2,190.30;COP;31/03/07;2/04/07
2,189.18;COP;3/04/07;3/04/07
2,171.47;COP;4/04/07;4/04/07
2,166.93;COP;5/04/07;9/04/07
2,164.55;COP;10/04/07;10/04/07
2,157.82;COP;11/04/07;11/04/07
2,154.61;COP;12/04/07;12/04/07
2,152.65;COP;13/04/07;13/04/07
2,138.74;COP;14/04/07;16/04/07
2,136.82;COP;17/04/07;17/04/07
2,141.35;COP;18/04/07;18/04/07
2,148.46;COP;19/04/07;19/04/07
2,143.31;COP;20/04/07;20/04/07
2,121.42;COP;21/04/07;23/04/07
2,115.56;COP;24/04/07;24/04/07
2,119.37;COP;25/04/07;25/04/07
2,112.61;COP;26/04/07;26/04/07
2,111.52;COP;27/04/07;27/04/07
2,110.67;COP;28/04/07;30/04/07
2,104.16;COP;1/05/07;2/05/07
2,085.18;COP;3/05/07;3/05/07
2,077.12;COP;4/05/07;4/05/07
2,069.01;COP;5/05/07;7/05/07
2,081.24;COP;8/05/07;8/05/07
2,074.03;COP;9/05/07;9/05/07
1,955.84;COP;23/04/10;23/04/10
1,950.89;COP;24/04/10;26/04/10
1,943.41;COP;27/04/10;27/04/10
1,961.82;COP;28/04/10;28/04/10
1,973.05;COP;29/04/10;29/04/10
1,969.75;COP;30/04/10;30/04/10
1,950.44;COP;1/05/10;3/05/10
1,973.42;COP;4/05/10;4/05/10
1,988.47;COP;5/05/10;5/05/10
2,003.37;COP;6/05/10;6/05/10
2,010.13;COP;7/05/10;7/05/10
2,029.54;COP;8/05/10;10/05/10
1,988.32;COP;11/05/10;11/05/10
1,980.50;COP;12/05/10;12/05/10
1,966.36;COP;13/05/10;13/05/10
1,959.62;COP;14/05/10;14/05/10
1,968.10;COP;15/05/10;18/05/10
1,976.46;COP;19/05/10;19/05/10
1,997.09;COP;20/05/10;20/05/10
2,017.68;COP;21/05/10;21/05/10
1,998.42;COP;22/05/10;24/05/10
1,975.01;COP;25/05/10;25/05/10
1,989.51;COP;26/05/10;26/05/10
1,976.40;COP;27/05/10;27/05/10
1,966.80;COP;28/05/10;28/05/10
1,971.55;COP;29/05/10;1/06/10
1,971.45;COP;2/06/10;2/06/10
1,963.36;COP;3/06/10;3/06/10
1,961.47;COP;4/06/10;4/06/10
1,965.83;COP;5/06/10;8/06/10
1,960.50;COP;9/06/10;9/06/10
1,943.41;COP;10/06/10;10/06/10
1,928.83;COP;11/06/10;11/06/10
1,925.35;COP;12/06/10;15/06/10
1,917.82;COP;16/06/10;16/06/10
1,912.29;COP;17/06/10;17/06/10
1,902.78;COP;18/06/10;18/06/10
1,906.61;COP;19/06/10;21/06/10
1,889.51;COP;22/06/10;22/06/10
1,886.05;COP;23/06/10;23/06/10
1,828.75;COP;21/01/12;23/01/12
1,811.55;COP;24/01/12;24/01/12
1,814.58;COP;25/01/12;25/01/12
1,814.69;COP;26/01/12;26/01/12
1,801.88;COP;27/01/12;27/01/12
1,810.55;COP;28/01/12;30/01/12
1,815.08;COP;31/01/12;31/01/12
1,805.98;COP;1/02/12;1/02/12
1,797.68;COP;2/02/12;2/02/12
1,795.55;COP;3/02/12;3/02/12
1,784.77;COP;4/02/12;6/02/12
1,787.96;COP;7/02/12;7/02/12
1,783.34;COP;8/02/12;8/02/12
1,778.90;COP;9/02/12;9/02/12
1,774.96;COP;10/02/12;10/02/12
1,785.59;COP;11/02/12;13/02/12
1,778.12;COP;14/02/12;14/02/12
1,785.24;COP;15/02/12;15/02/12
1,791.29;COP;16/02/12;16/02/12
1,792.92;COP;17/02/12;17/02/12
1,777.27;COP;28/02/12;28/02/12
1,767.83;COP;29/02/12;29/02/12
1,766.85;COP;1/03/12;1/03/12
1,770.70;COP;2/03/12;2/03/12
2,261.37;COP;27/03/02;27/03/02
1,947.31;COP;7/09/99;7/09/99
1,969.82;COP;8/09/99;8/09/99
1,972.35;COP;9/09/99;9/09/99
1,976.07;COP;10/09/99;10/09/99
1,981.41;COP;11/09/99;13/09/99
1,977.85;COP;14/09/99;14/09/99
1,970.54;COP;15/09/99;15/09/99
1,967.58;COP;16/09/99;16/09/99
1,977.52;COP;17/09/99;17/09/99
1,987.08;COP;18/09/99;20/09/99
1,981.64;COP;21/09/99;21/09/99
1,975.46;COP;22/09/99;22/09/99
3,190.33;COP;13/07/19;15/07/19
3,441.88;COP;27/02/20;27/02/20
3,512.17;COP;3/03/20;3/03/20
3,723.67;COP;2/07/20;2/07/20
3,819.07;COP;23/04/22;25/04/22
4,445.01;COP;27/07/22;27/07/22
4,769.29;COP;21/12/22;21/12/22
3,295.51;COP;16/05/19;16/05/19
3,401.04;COP;5/09/19;5/09/19
3,442.78;COP;22/10/19;22/10/19
3,455.56;COP;4/03/20;4/03/20
3,901.30;COP;14/05/20;14/05/20
3,702.62;COP;5/09/20;8/09/20
3,703.86;COP;17/09/20;17/09/20
3,842.76;COP;20/10/20;20/10/20
3,537.86;COP;19/02/21;19/02/21
3,659.62;COP;27/04/21;27/04/21
3,988.27;COP;10/08/21;10/08/21
3,967.32;COP;28/04/22;28/04/22
4,050.88;COP;20/05/22;20/05/22
3,950.35;COP;24/05/22;24/05/22
3,784.98;COP;3/06/22;3/06/22
4,825.83;COP;8/12/22;9/12/22
898.35;COP;1/08/95;1/08/95
900.78;COP;2/08/95;2/08/95
905.53;COP;3/08/95;3/08/95
917.53;COP;4/08/95;4/08/95
916.14;COP;5/08/95;7/08/95
916.14;COP;8/08/95;8/08/95
920.10;COP;9/08/95;9/08/95
919.32;COP;10/08/95;10/08/95
1,062.08;COP;11/05/96;13/05/96
1,065.78;COP;14/05/96;14/05/96
1,066.24;COP;15/05/96;15/05/96
1,066.61;COP;16/05/96;16/05/96
1,065.88;COP;17/05/96;17/05/96
1,066.47;COP;18/05/96;21/05/96
1,068.18;COP;22/05/96;22/05/96
1,068.91;COP;23/05/96;23/05/96
1,069.47;COP;24/05/96;24/05/96
1,068.94;COP;25/05/96;27/05/96
1,069.80;COP;28/05/96;28/05/96
1,071.19;COP;29/05/96;29/05/96
1,072.24;COP;30/05/96;30/05/96
1,073.06;COP;31/05/96;31/05/96
1,072.59;COP;1/06/96;3/06/96
1,074.70;COP;4/06/96;4/06/96
1,074.72;COP;5/06/96;5/06/96
1,074.27;COP;6/06/96;6/06/96
1,920.83;COP;15/01/00;17/01/00
1,919.21;COP;18/01/00;18/01/00
1,928.51;COP;19/01/00;19/01/00
1,945.17;COP;20/01/00;20/01/00
1,938.84;COP;21/01/00;21/01/00
1,931.97;COP;22/01/00;24/01/00
1,943.88;COP;25/01/00;25/01/00
1,939.63;COP;26/01/00;26/01/00
1,958.17;COP;27/01/00;27/01/00
1,976.14;COP;28/01/00;28/01/00
1,976.72;COP;29/01/00;31/01/00
1,973.36;COP;1/02/00;1/02/00
1,970.61;COP;2/02/00;2/02/00
1,965.61;COP;3/02/00;3/02/00
917.13;COP;11/08/95;11/08/95
919.13;COP;12/08/95;14/08/95
928.25;COP;16/08/95;16/08/95
944.55;COP;17/08/95;17/08/95
947.22;COP;18/08/95;18/08/95
946.83;COP;19/08/95;21/08/95
946.83;COP;22/08/95;22/08/95
949.51;COP;23/08/95;23/08/95
955.12;COP;24/08/95;24/08/95
962.60;COP;25/08/95;25/08/95
970.65;COP;26/08/95;28/08/95
972.03;COP;29/08/95;29/08/95
963.93;COP;30/08/95;30/08/95
960.19;COP;31/08/95;31/08/95
949.35;COP;1/09/95;1/09/95
948.23;COP;2/09/95;4/09/95
957.54;COP;5/09/95;5/09/95
958.46;COP;6/09/95;6/09/95
953.63;COP;7/09/95;7/09/95
954.64;COP;8/09/95;8/09/95
958.31;COP;9/09/95;11/09/95
958.59;COP;12/09/95;12/09/95
959.18;COP;13/09/95;13/09/95
959.15;COP;14/09/95;14/09/95
960.25;COP;15/09/95;15/09/95
960.91;COP;16/09/95;18/09/95
962.50;COP;19/09/95;19/09/95
970.08;COP;20/09/95;20/09/95
974.88;COP;21/09/95;21/09/95
974.23;COP;22/09/95;22/09/95
975.90;COP;23/09/95;25/09/95
977.35;COP;26/09/95;26/09/95
980.54;COP;27/09/95;27/09/95
981.09;COP;28/09/95;28/09/95
972.80;COP;29/09/95;29/09/95
966.78;COP;30/09/95;2/10/95
971.22;COP;3/10/95;3/10/95
976.76;COP;4/10/95;4/10/95
972.75;COP;5/10/95;5/10/95
972.93;COP;6/10/95;6/10/95
979.16;COP;7/10/95;9/10/95
982.84;COP;10/10/95;10/10/95
981.45;COP;11/10/95;11/10/95
981.26;COP;12/10/95;12/10/95
984.88;COP;13/10/95;13/10/95
987.00;COP;14/10/95;16/10/95
987.00;COP;17/10/95;17/10/95
990.52;COP;18/10/95;18/10/95
991.22;COP;19/10/95;19/10/95
991.52;COP;20/10/95;20/10/95
988.96;COP;21/10/95;23/10/95
991.98;COP;24/10/95;24/10/95
993.68;COP;25/10/95;25/10/95
994.77;COP;26/10/95;26/10/95
995.01;COP;27/10/95;27/10/95
994.99;COP;28/10/95;30/10/95
994.50;COP;31/10/95;31/10/95
996.76;COP;1/11/95;1/11/95
996.96;COP;2/11/95;2/11/95
998.18;COP;3/11/95;3/11/95
998.49;COP;4/11/95;6/11/95
998.49;COP;7/11/95;7/11/95
999.51;COP;8/11/95;8/11/95
999.73;COP;9/11/95;9/11/95
1,000.13;COP;10/11/95;10/11/95
999.77;COP;11/11/95;13/11/95
999.77;COP;14/11/95;14/11/95
1,001.14;COP;15/11/95;15/11/95
1,001.62;COP;16/11/95;16/11/95
1,002.25;COP;17/11/95;17/11/95
1,002.63;COP;18/11/95;20/11/95
1,003.44;COP;21/11/95;21/11/95
1,003.47;COP;22/11/95;22/11/95
1,002.49;COP;23/11/95;23/11/95
1,001.23;COP;24/11/95;24/11/95
1,000.69;COP;25/11/95;27/11/95
1,003.24;COP;28/11/95;28/11/95
1,001.73;COP;29/11/95;29/11/95
998.16;COP;30/11/95;30/11/95
998.15;COP;1/12/95;1/12/95
997.87;COP;2/12/95;4/12/95
995.93;COP;5/12/95;5/12/95
990.16;COP;6/12/95;6/12/95
983.29;COP;7/12/95;7/12/95
974.04;COP;8/12/95;11/12/95
979.87;COP;12/12/95;12/12/95
986.17;COP;13/12/95;13/12/95
994.57;COP;14/12/95;14/12/95
992.88;COP;15/12/95;15/12/95
988.94;COP;16/12/95;18/12/95
986.71;COP;19/12/95;19/12/95
987.22;COP;20/12/95;20/12/95
985.39;COP;21/12/95;21/12/95
984.06;COP;22/12/95;22/12/95
984.96;COP;23/12/95;26/12/95
990.10;COP;27/12/95;27/12/95
986.96;COP;28/12/95;28/12/95
987.65;COP;29/12/95;29/12/95
987.65;COP;30/12/95;2/01/96
994.31;COP;3/01/96;3/01/96
994.50;COP;4/01/96;4/01/96
998.68;COP;5/01/96;5/01/96
997.06;COP;6/01/96;8/01/96
997.06;COP;9/01/96;9/01/96
1,003.44;COP;10/01/96;10/01/96
1,003.86;COP;11/01/96;11/01/96
1,002.59;COP;12/01/96;12/01/96
1,005.63;COP;13/01/96;15/01/96
1,011.59;COP;16/01/96;16/01/96
1,011.72;COP;17/01/96;17/01/96
1,010.34;COP;18/01/96;18/01/96
1,015.10;COP;19/01/96;19/01/96
1,018.99;COP;20/01/96;22/01/96
1,019.17;COP;23/01/96;23/01/96
1,024.89;COP;24/01/96;24/01/96
1,026.08;COP;25/01/96;25/01/96
1,026.78;COP;26/01/96;26/01/96
1,026.89;COP;27/01/96;29/01/96
1,027.61;COP;30/01/96;30/01/96
1,028.14;COP;31/01/96;31/01/96
1,026.30;COP;1/02/96;1/02/96
1,024.89;COP;2/02/96;2/02/96
1,021.29;COP;3/02/96;5/02/96
1,022.93;COP;6/02/96;6/02/96
1,021.30;COP;7/02/96;7/02/96
1,022.28;COP;8/02/96;8/02/96
1,024.17;COP;9/02/96;9/02/96
1,023.07;COP;10/02/96;12/02/96
1,027.54;COP;13/02/96;13/02/96
1,028.58;COP;14/02/96;14/02/96
1,027.57;COP;15/02/96;15/02/96
1,030.67;COP;16/02/96;16/02/96
1,029.50;COP;17/02/96;19/02/96
1,033.41;COP;20/02/96;20/02/96
1,034.34;COP;21/02/96;21/02/96
1,035.43;COP;22/02/96;22/02/96
1,035.04;COP;23/02/96;23/02/96
1,036.71;COP;24/02/96;26/02/96
1,038.49;COP;27/02/96;27/02/96
1,039.06;COP;28/02/96;28/02/96
1,039.81;COP;29/02/96;29/02/96
1,039.90;COP;1/03/96;1/03/96
1,040.70;COP;2/03/96;4/03/96
1,041.28;COP;5/03/96;5/03/96
1,041.83;COP;6/03/96;6/03/96
1,042.03;COP;7/03/96;7/03/96
1,992.36;COP;23/09/99;23/09/99
1,994.86;COP;24/09/99;24/09/99
1,995.64;COP;25/09/99;27/09/99
2,013.24;COP;28/09/99;28/09/99
2,003.82;COP;29/09/99;29/09/99
2,017.27;COP;30/09/99;30/09/99
2,015.15;COP;1/10/99;1/10/99
2,004.22;COP;2/10/99;4/10/99
1,992.65;COP;5/10/99;5/10/99
2,000.48;COP;6/10/99;6/10/99
1,995.71;COP;7/10/99;7/10/99
1,993.18;COP;8/10/99;8/10/99
1,992.74;COP;9/10/99;11/10/99
1,992.03;COP;12/10/99;12/10/99
1,988.70;COP;13/10/99;13/10/99
1,981.14;COP;14/10/99;14/10/99
1,975.80;COP;15/10/99;15/10/99
1,977.04;COP;16/10/99;19/10/99
1,965.92;COP;20/10/99;20/10/99
1,957.53;COP;21/10/99;21/10/99
1,946.00;COP;22/10/99;22/10/99
1,946.24;COP;23/10/99;25/10/99
1,949.33;COP;26/10/99;26/10/99
1,966.07;COP;27/10/99;27/10/99
1,968.90;COP;28/10/99;28/10/99
1,965.44;COP;29/10/99;29/10/99
1,971.59;COP;30/10/99;2/11/99
1,966.50;COP;3/11/99;3/11/99
1,960.70;COP;4/11/99;4/11/99
1,962.16;COP;5/11/99;5/11/99
1,959.46;COP;6/11/99;8/11/99
1,954.56;COP;9/11/99;9/11/99
1,948.05;COP;10/11/99;10/11/99
1,951.11;COP;11/11/99;11/11/99
1,958.41;COP;12/11/99;12/11/99
1,961.80;COP;13/11/99;16/11/99
1,961.70;COP;17/11/99;17/11/99
1,946.27;COP;18/11/99;18/11/99
1,927.47;COP;19/11/99;19/11/99
1,925.11;COP;20/11/99;22/11/99
1,935.48;COP;23/11/99;23/11/99
1,925.00;COP;24/11/99;24/11/99
1,912.86;COP;25/11/99;25/11/99
1,918.85;COP;26/11/99;26/11/99
1,921.93;COP;27/11/99;29/11/99
1,923.77;COP;30/11/99;30/11/99
1,922.47;COP;1/12/99;1/12/99
1,918.63;COP;2/12/99;2/12/99
1,911.35;COP;3/12/99;3/12/99
1,903.80;COP;4/12/99;6/12/99
1,886.46;COP;7/12/99;7/12/99
1,888.99;COP;8/12/99;9/12/99
1,906.91;COP;10/12/99;10/12/99
1,900.22;COP;11/12/99;13/12/99
1,905.50;COP;14/12/99;14/12/99
1,891.67;COP;15/12/99;15/12/99
1,874.14;COP;16/12/99;16/12/99
1,879.55;COP;17/12/99;17/12/99
1,867.02;COP;18/12/99;20/12/99
1,868.47;COP;21/12/99;21/12/99
1,884.64;COP;22/12/99;22/12/99
1,886.27;COP;23/12/99;23/12/99
1,874.77;COP;24/12/99;24/12/99
1,874.58;COP;25/12/99;27/12/99
1,870.65;COP;28/12/99;28/12/99
1,867.82;COP;29/12/99;29/12/99
1,873.77;COP;30/12/99;3/01/00
1,874.35;COP;4/01/00;4/01/00
1,895.97;COP;5/01/00;5/01/00
1,912.69;COP;6/01/00;6/01/00
1,911.33;COP;7/01/00;7/01/00
1,900.14;COP;8/01/00;11/01/00
1,902.25;COP;12/01/00;12/01/00
1,904.54;COP;13/01/00;13/01/00
1,917.38;COP;14/01/00;14/01/00
2,267.33;COP;2/02/02;4/02/02
2,266.61;COP;5/02/02;5/02/02
2,259.81;COP;6/02/02;6/02/02
2,254.98;COP;7/02/02;7/02/02
2,260.17;COP;8/02/02;8/02/02
2,272.76;COP;9/02/02;11/02/02
2,283.14;COP;12/02/02;12/02/02
2,290.19;COP;13/02/02;13/02/02
2,309.27;COP;14/02/02;14/02/02
2,312.03;COP;15/02/02;15/02/02
2,288.54;COP;16/02/02;18/02/02
2,288.98;COP;19/02/02;19/02/02
2,280.98;COP;20/02/02;20/02/02
2,282.94;COP;21/02/02;21/02/02
2,309.45;COP;22/02/02;22/02/02
2,307.75;COP;23/02/02;25/02/02
2,310.21;COP;26/02/02;26/02/02
2,313.13;COP;27/02/02;27/02/02
2,309.82;COP;28/02/02;28/02/02
2,306.45;COP;1/03/02;1/03/02
2,306.33;COP;2/03/02;4/03/02
2,299.15;COP;5/03/02;5/03/02
2,293.60;COP;6/03/02;6/03/02
2,290.00;COP;7/03/02;7/03/02
2,289.83;COP;8/03/02;8/03/02
2,283.83;COP;9/03/02;11/03/02
2,269.88;COP;12/03/02;12/03/02
2,269.17;COP;13/03/02;13/03/02
2,270.66;COP;14/03/02;14/03/02
2,272.27;COP;15/03/02;15/03/02
2,278.56;COP;16/03/02;18/03/02
2,282.25;COP;19/03/02;19/03/02
2,274.53;COP;20/03/02;20/03/02
2,279.60;COP;21/03/02;21/03/02
2,280.00;COP;22/03/02;22/03/02
2,274.47;COP;23/03/02;26/03/02
2,261.23;COP;28/03/02;1/04/02
1,775.69;COP;3/03/12;5/03/12
1,774.03;COP;6/03/12;6/03/12
1,779.32;COP;7/03/12;7/03/12
1,773.88;COP;8/03/12;8/03/12
1,765.06;COP;9/03/12;9/03/12
1,762.08;COP;10/03/12;12/03/12
1,766.10;COP;13/03/12;13/03/12
1,760.77;COP;14/03/12;14/03/12
1,761.04;COP;15/03/12;15/03/12
1,761.02;COP;16/03/12;16/03/12
1,758.38;COP;17/03/12;20/03/12
1,759.78;COP;21/03/12;21/03/12
1,758.03;COP;22/03/12;22/03/12
1,761.87;COP;23/03/12;23/03/12
1,760.17;COP;24/03/12;26/03/12
1,759.58;COP;27/03/12;27/03/12
1,762.93;COP;28/03/12;28/03/12
1,771.25;COP;29/03/12;29/03/12
1,784.66;COP;30/03/12;30/03/12
1,792.07;COP;31/03/12;2/04/12
1,779.13;COP;3/04/12;3/04/12
1,767.84;COP;4/04/12;4/04/12
1,772.58;COP;5/04/12;9/04/12
1,779.53;COP;10/04/12;10/04/12
1,793.30;COP;11/04/12;11/04/12
1,787.66;COP;12/04/12;12/04/12
1,778.78;COP;13/04/12;13/04/12
1,777.12;COP;14/04/12;16/04/12
1,775.67;COP;17/04/12;17/04/12
1,769.07;COP;18/04/12;18/04/12
1,774.21;COP;19/04/12;19/04/12
1,776.06;COP;20/04/12;20/04/12
1,771.13;COP;21/04/12;23/04/12
1,774.44;COP;24/04/12;24/04/12
1,767.91;COP;25/04/12;25/04/12
1,763.85;COP;26/04/12;26/04/12
1,764.63;COP;27/04/12;27/04/12
1,761.20;COP;28/04/12;30/04/12
1,764.00;COP;1/05/12;2/05/12
1,760.12;COP;3/05/12;3/05/12
1,754.89;COP;4/05/12;4/05/12
1,757.24;COP;5/05/12;7/05/12
1,759.12;COP;8/05/12;8/05/12
1,760.60;COP;9/05/12;9/05/12
1,775.96;COP;10/05/12;10/05/12
1,765.00;COP;11/05/12;11/05/12
1,764.69;COP;12/05/12;14/05/12
1,771.60;COP;15/05/12;15/05/12
1,778.37;COP;16/05/12;16/05/12
1,793.61;COP;17/05/12;17/05/12
